step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,source_account,destination_account,graph_score,ring_detected,triangle_cycle_detected,hub_flag,mule_flag,burst_cluster_flag,suspicious_connection_count,shared_counterparties,source_out_degree,destination_in_degree,bridge_flag,destination_repeat_rate,source_repeat_rate,prior_risk_hits,client_id,timestamp,predicted_risk,predicted_probability,anomaly_score,confirmed_label,isFraud
21,PAYMENT,4074.58,10012.3,5937.72,10950.94,15025.52,user-5853,merchant-493,0.2,False,False,True,False,False,0,0,1,23,False,0.0,0.0,0,background-stream,2026-03-30T04:35:47.713357,MEDIUM,0.765,0.21968,,0
20,PAYMENT,6148.51,19570.1,13421.59,6485.35,12633.86,user-8828,merchant-699,0.2,False,False,True,False,False,0,0,2,30,False,0.0,0.0,0,background-stream,2026-03-30T04:35:49.949821,MEDIUM,0.765,0.217523,,0
17,PAYMENT,5048.67,14247.02,9198.35,15880.87,20929.54,user-2467,merchant-407,0.25,False,False,True,False,False,0,0,5,45,False,0.0,0.0,1,background-stream,2026-03-30T04:35:52.186194,MEDIUM,0.7675,0.214977,,0
4,CASH_OUT,1698.76,9565.04,7866.28,18712.33,20411.09,user-8397,merchant-956,0.2,False,False,True,False,False,0,0,6,34,False,0.0,0.0,0,background-stream,2026-03-30T04:35:54.505959,LOW,0.065015,0.232573,,0
13,CASH_IN,28.87,12944.86,12915.99,3139.68,3168.55,user-6763,merchant-805,0.2,False,False,True,False,False,0,0,3,25,False,0.0,0.0,0,background-stream,2026-03-30T04:35:56.900284,MEDIUM,0.765,0.150051,,0
20,CASH_IN,4914.93,23886.24,18971.31,3443.04,8357.97,user-7851,merchant-989,0.2,False,False,True,False,False,0,0,1,31,False,0.0,0.0,0,background-stream,2026-03-30T04:35:59.254363,MEDIUM,0.765,0.162041,,0
12,CASH_OUT,1988.72,18450.6,16461.88,15428.06,17416.78,user-7939,merchant-471,0.25,False,False,True,False,False,0,0,2,34,False,0.0,0.0,1,background-stream,2026-03-30T04:36:01.575417,MEDIUM,0.7675,0.172422,,0
9,DEBIT,5682.41,25250.68,19568.27,19710.94,25393.35,user-6398,merchant-544,0.2,False,False,True,False,False,0,0,6,41,False,0.0,0.0,0,background-stream,2026-03-30T04:36:03.960439,MEDIUM,0.765,0.153651,,0
8,CASH_IN,1600.92,20914.95,19314.03,15235.0,16835.92,user-3087,merchant-722,0.2,False,False,True,False,False,0,0,3,34,False,0.0,0.0,0,background-stream,2026-03-30T04:36:06.383495,MEDIUM,0.765,0.198087,,0
11,DEBIT,5020.91,5311.33,290.42,6191.18,11212.09,user-4493,merchant-291,0.25,False,False,True,False,False,0,0,4,29,False,0.0,0.0,1,background-stream,2026-03-30T04:36:08.749002,MEDIUM,0.773783,0.135338,,0
6,DEBIT,6896.65,12957.12,6060.47,19369.24,26265.89,user-9560,merchant-721,0.2,False,False,True,False,False,0,0,4,29,False,0.0,0.0,0,background-stream,2026-03-30T04:36:11.141427,LOW,0.065,0.180135,,0
2,DEBIT,8558.17,25689.94,17131.77,14131.75,22689.92,user-2586,merchant-362,0.25,False,False,True,False,False,0,0,8,24,False,0.0,0.0,1,background-stream,2026-03-30T04:36:13.491268,LOW,0.0675,0.187383,,0
8,TRANSFER,2255.22,5968.68,3713.46,1282.66,3537.88,user-3741,merchant-756,0.2,False,False,True,False,False,0,0,1,34,False,0.0,0.0,0,background-stream,2026-03-30T04:36:15.863985,MEDIUM,0.765,0.206596,,0
20,TRANSFER,8626.1,11249.94,2623.84,3179.07,11805.17,user-7172,merchant-142,0.25,False,False,True,False,False,0,0,2,42,False,0.0,0.0,1,background-stream,2026-03-30T04:36:18.415356,MEDIUM,0.7675,0.169192,,0
5,DEBIT,840.17,2901.41,2061.24,12924.77,13764.94,user-8420,merchant-994,0.2,False,False,True,False,False,0,0,3,33,False,0.0,0.0,0,background-stream,2026-03-30T04:36:20.734671,LOW,0.065,0.178393,,0
12,TRANSFER,223.81,15546.86,15323.05,11543.85,11767.66,user-7188,merchant-863,0.2,False,False,True,False,False,0,0,3,32,False,0.0,0.0,0,background-stream,2026-03-30T04:36:23.051471,MEDIUM,0.765,0.1602,,0
24,DEBIT,9715.11,21390.24,11675.13,10744.36,20459.47,user-4324,merchant-230,0.2,False,False,True,False,False,0,0,2,30,False,0.0,0.0,0,background-stream,2026-03-30T04:36:25.548550,MEDIUM,0.765,0.152945,,0
15,DEBIT,7862.05,14844.11,6982.06,5269.32,13131.37,user-3239,merchant-580,0.2,False,False,True,False,False,0,0,0,40,False,0.0,0.0,0,background-stream,2026-03-30T04:36:27.888590,MEDIUM,0.781805,0.110788,,0
21,TRANSFER,2925.25,21730.84,18805.59,17850.25,20775.5,user-7049,merchant-399,0.3,False,False,True,False,False,0,0,3,33,False,0.0,0.0,2,background-stream,2026-03-30T04:36:30.319939,MEDIUM,0.77,0.161689,,0
21,CASH_IN,5536.87,12705.93,7169.06,19553.98,25090.85,user-7909,merchant-335,0.2,False,False,True,False,False,0,0,4,26,False,0.0,0.0,0,background-stream,2026-03-30T04:36:32.655346,MEDIUM,0.765,0.162305,,0
20,TRANSFER,2281.54,21540.65,19259.11,12196.0,14477.54,user-1875,merchant-509,0.25,False,False,True,False,False,0,0,4,33,False,0.0,0.0,1,background-stream,2026-03-30T04:36:35.018033,MEDIUM,0.7675,0.163087,,0
9,DEBIT,2165.5,17848.97,15683.47,16809.56,18975.06,user-7308,merchant-981,0.2,False,False,True,False,False,0,0,4,28,False,0.0,0.0,0,background-stream,2026-03-30T04:36:37.388440,MEDIUM,0.765,0.154092,,0
14,PAYMENT,9157.68,13071.39,3913.71,12424.06,21581.74,user-6702,merchant-382,0.2,False,False,True,False,False,0,0,2,41,False,0.0,0.0,0,background-stream,2026-03-30T04:36:39.750743,MEDIUM,0.765,0.206292,,0
8,TRANSFER,7761.53,10681.42,2919.89,8990.28,16751.81,user-7166,merchant-324,0.2,False,False,True,False,False,0,0,4,39,False,0.0,0.0,0,background-stream,2026-03-30T04:36:42.151755,MEDIUM,0.765,0.207482,,0
24,DEBIT,8560.52,8621.85,61.33,13039.38,21599.9,user-2500,merchant-662,0.2,False,False,True,False,False,0,0,6,27,False,0.0,0.0,0,background-stream,2026-03-30T04:36:44.587756,MEDIUM,0.765,0.15343,,0
9,DEBIT,1550.9,7297.86,5746.96,2053.1,3604.0,user-6935,merchant-280,0.2,False,False,True,False,False,0,0,1,33,False,0.0,0.0,0,background-stream,2026-03-30T04:36:47.145283,MEDIUM,0.764999,0.154862,,0
4,DEBIT,9850.04,25230.24,15380.2,4508.97,14359.01,user-7954,merchant-945,0.2,False,False,True,False,False,0,0,3,36,False,0.0,0.0,0,background-stream,2026-03-30T04:36:49.572305,LOW,0.065,0.180234,,0
19,CASH_OUT,6481.32,12866.08,6384.76,16313.14,22794.46,user-1640,merchant-407,0.25,False,False,True,False,False,0,0,4,46,False,0.0,0.0,1,background-stream,2026-03-30T04:36:51.940923,MEDIUM,0.7675,0.172818,,0
23,DEBIT,1701.6,2083.1,381.5,19622.97,21324.57,user-1467,merchant-799,0.25,False,False,True,False,False,0,0,4,30,False,0.0,0.0,1,background-stream,2026-03-30T04:36:54.291007,MEDIUM,0.770527,0.142936,,0
6,PAYMENT,3571.28,3636.41,65.13,6864.48,10435.76,user-8827,merchant-742,0.2,False,False,True,False,False,0,0,1,32,False,0.0,0.0,0,background-stream,2026-03-30T04:36:56.620531,LOW,0.065,0.280336,,0
21,CASH_IN,2606.51,14688.67,12082.16,19517.39,22123.9,user-3343,merchant-601,0.2,False,False,True,False,False,0,0,4,26,False,0.0,0.0,0,background-stream,2026-03-30T04:36:58.986578,MEDIUM,0.765,0.162089,,0
1,TRANSFER,858.87,11407.05,10548.18,7428.43,8287.3,user-2971,merchant-655,0.2,False,False,True,False,False,0,0,3,38,False,0.0,0.0,0,background-stream,2026-03-30T04:37:01.372828,LOW,0.065,0.218762,,0
21,CASH_IN,1068.28,8147.33,7079.05,6447.88,7516.16,user-8855,merchant-573,0.25,False,False,True,False,False,0,0,1,37,False,0.0,0.0,1,background-stream,2026-03-30T04:37:03.764205,MEDIUM,0.7675,0.161981,,0
3,CASH_IN,2746.43,13483.68,10737.25,3055.38,5801.81,user-4640,merchant-991,0.3,False,False,True,False,False,0,0,6,34,False,0.0,0.0,2,background-stream,2026-03-30T04:37:06.102860,LOW,0.07,0.212139,,0
7,PAYMENT,8822.88,15845.56,7022.68,19468.58,28291.46,user-1552,merchant-307,0.2,False,False,True,False,False,0,0,2,39,False,0.0,0.0,0,background-stream,2026-03-30T04:37:08.459239,LOW,0.065,0.280011,,0
13,DEBIT,603.98,6934.91,6330.93,1122.69,1726.67,user-4668,merchant-546,0.35,False,False,True,False,False,0,0,2,45,False,0.0,0.0,3,background-stream,2026-03-30T04:37:10.822717,MEDIUM,0.787033,0.116089,,0
17,PAYMENT,5076.64,16976.62,11899.98,19583.61,24660.25,user-7963,merchant-113,0.3,False,False,True,False,False,0,0,2,38,False,0.0,0.0,2,background-stream,2026-03-30T04:37:13.196358,MEDIUM,0.77,0.215042,,0
13,TRANSFER,25.47,18146.32,18120.85,1867.25,1892.72,user-4719,merchant-960,0.2,False,False,True,False,False,0,0,3,30,False,0.0,0.0,0,background-stream,2026-03-30T04:37:15.592556,MEDIUM,0.765542,0.148734,,0
11,TRANSFER,9278.63,15949.23,6670.6,8804.83,18083.46,user-7491,merchant-465,0.2,False,False,True,False,False,0,0,6,35,False,0.0,0.0,0,background-stream,2026-03-30T04:37:18.168884,MEDIUM,0.765,0.172615,,0
3,TRANSFER,2884.17,20954.07,18069.9,14945.11,17829.28,user-3030,merchant-340,0.2,False,False,True,False,False,0,0,2,41,False,0.0,0.0,0,background-stream,2026-03-30T04:37:20.537843,LOW,0.065,0.21488,,0
6,DEBIT,3972.61,4029.4,56.79,7494.26,11466.87,user-8621,merchant-551,0.2,False,False,True,False,False,0,0,4,31,False,0.0,0.0,0,background-stream,2026-03-30T04:37:22.888024,LOW,0.065,0.181704,,0
20,PAYMENT,7051.74,22425.29,15373.55,6806.57,13858.31,user-4708,merchant-686,0.2,False,False,True,False,False,0,0,8,29,False,0.0,0.0,0,background-stream,2026-03-30T04:37:25.312155,MEDIUM,0.765,0.217621,,0
4,TRANSFER,7233.26,19797.8,12564.54,12662.49,19895.75,user-5260,merchant-832,0.2,False,False,True,False,False,0,0,4,25,False,0.0,0.0,0,background-stream,2026-03-30T04:37:27.618243,LOW,0.065,0.218927,,0
22,DEBIT,8005.8,14283.12,6277.32,16499.24,24505.04,user-9566,merchant-525,0.2,False,False,True,False,False,0,0,4,33,False,0.0,0.0,0,background-stream,2026-03-30T04:37:29.998200,MEDIUM,0.772875,0.131625,,0
2,TRANSFER,4253.38,20437.71,16184.33,15961.68,20215.06,user-9423,merchant-796,0.2,False,False,True,False,False,0,0,2,28,False,0.0,0.0,0,background-stream,2026-03-30T04:37:32.313554,LOW,0.065,0.211851,,0
19,CASH_IN,9817.54,25764.48,15946.94,8932.46,18750.0,user-6811,merchant-390,0.2,False,False,True,False,False,0,0,3,28,False,0.0,0.0,0,background-stream,2026-03-30T04:37:34.729747,MEDIUM,0.765,0.158759,,0
19,PAYMENT,174.42,2955.1,2780.68,5483.84,5658.26,user-5254,merchant-286,0.25,False,False,True,False,False,0,0,4,33,False,0.0,0.0,1,background-stream,2026-03-30T04:37:37.182697,MEDIUM,0.7675,0.213486,,0
14,CASH_OUT,4203.95,10459.56,6255.61,15154.81,19358.76,user-8174,merchant-377,0.2,False,False,True,False,False,0,0,3,30,False,0.0,0.0,0,background-stream,2026-03-30T04:37:39.505970,MEDIUM,0.765,0.158666,,0
24,CASH_IN,613.12,6946.28,6333.16,14542.65,15155.77,user-7098,merchant-411,0.25,False,False,True,False,False,0,0,8,32,False,0.0,0.0,1,background-stream,2026-03-30T04:37:41.961832,MEDIUM,0.7675,0.184349,,0
2,TRANSFER,4746.81,20420.05,15673.24,5615.13,10361.94,user-9922,merchant-931,0.2,False,False,True,False,False,0,0,5,29,False,0.0,0.0,0,background-stream,2026-03-30T04:37:44.311932,LOW,0.065,0.212596,,0
16,DEBIT,949.17,12213.69,11264.52,4161.17,5110.34,user-8114,merchant-219,0.2,False,False,True,False,False,0,0,1,27,False,0.0,0.0,0,background-stream,2026-03-30T04:37:46.678411,MEDIUM,0.781123,0.112379,,0
14,CASH_IN,5496.88,19453.97,13957.09,7474.6,12971.48,user-4214,merchant-758,0.2,False,False,True,False,False,0,0,4,31,False,0.0,0.0,0,background-stream,2026-03-30T04:37:49.036068,MEDIUM,0.766812,0.145771,,0
14,DEBIT,9349.58,12238.49,2888.91,959.59,10309.17,user-3483,merchant-750,0.25,False,False,True,False,False,0,0,6,34,False,0.0,0.0,1,background-stream,2026-03-30T04:37:51.427120,MEDIUM,0.784573,0.110161,,0
3,PAYMENT,8632.58,27390.17,18757.59,10743.49,19376.07,user-8738,merchant-849,0.2,False,False,True,False,False,0,0,3,40,False,0.0,0.0,0,background-stream,2026-03-30T04:37:53.828719,LOW,0.065,0.265103,,0
19,DEBIT,8374.03,10375.76,2001.73,5771.19,14145.22,user-9914,merchant-921,0.2,False,False,True,False,False,0,0,4,39,False,0.0,0.0,0,background-stream,2026-03-30T04:37:56.160100,MEDIUM,0.777409,0.121044,,0
16,CASH_OUT,1857.85,10421.86,8564.01,17168.82,19026.67,user-1980,merchant-701,0.2,False,False,True,False,False,0,0,5,36,False,0.0,0.0,0,background-stream,2026-03-30T04:37:58.562360,MEDIUM,0.765,0.157066,,0
13,CASH_OUT,7317.54,11585.2,4267.66,8145.85,15463.39,user-7480,merchant-401,0.2,False,False,True,False,False,0,0,4,27,False,0.0,0.0,0,background-stream,2026-03-30T04:38:00.941326,MEDIUM,0.765,0.166601,,0
1,CASH_OUT,1293.67,7614.75,6321.08,15921.96,17215.63,user-7902,merchant-634,0.2,False,False,True,False,False,0,0,2,31,False,0.0,0.0,0,background-stream,2026-03-30T04:38:03.360967,LOW,0.065016,0.231457,,0
9,CASH_OUT,629.13,6171.1,5541.97,7596.64,8225.77,user-8542,merchant-189,0.2,False,False,True,False,False,0,0,1,36,False,0.0,0.0,0,background-stream,2026-03-30T04:38:05.760781,MEDIUM,0.765,0.208048,,0
10,CASH_IN,1529.92,7846.65,6316.73,13487.09,15017.01,user-8303,merchant-408,0.2,False,False,True,False,False,0,0,1,32,False,0.0,0.0,0,background-stream,2026-03-30T04:38:08.144055,MEDIUM,0.765,0.176612,,0
14,PAYMENT,8463.76,10393.72,1929.96,3002.01,11465.77,user-3607,merchant-572,0.2,False,False,True,False,False,0,0,3,28,False,0.0,0.0,0,background-stream,2026-03-30T04:38:10.501573,MEDIUM,0.765,0.20665,,0
18,CASH_OUT,2039.39,3620.95,1581.56,18343.49,20382.88,user-5082,merchant-743,0.25,False,False,True,False,False,0,0,2,34,False,0.0,0.0,1,background-stream,2026-03-30T04:38:12.850834,MEDIUM,0.7675,0.176947,,0
18,CASH_OUT,3663.4,21584.8,17921.4,5697.11,9360.51,user-1983,merchant-713,0.3,False,False,True,False,False,0,0,5,33,False,0.0,0.0,2,background-stream,2026-03-30T04:38:15.242153,MEDIUM,0.77,0.168913,,0
16,CASH_OUT,9244.57,21600.06,12355.49,14101.87,23346.44,user-7546,merchant-951,0.2,False,False,True,False,False,0,0,5,32,False,0.0,0.0,0,background-stream,2026-03-30T04:38:17.721892,MEDIUM,0.765,0.156273,,0
15,CASH_OUT,5032.93,12809.76,7776.83,5187.92,10220.85,user-4054,merchant-800,0.2,False,False,True,False,False,0,0,4,32,False,0.0,0.0,0,background-stream,2026-03-30T04:38:20.049572,MEDIUM,0.765,0.155075,,0
16,CASH_OUT,5601.18,14841.34,9240.16,11362.15,16963.33,user-6932,merchant-753,0.2,False,False,True,False,False,0,0,3,18,False,0.0,0.0,0,background-stream,2026-03-30T04:38:22.416291,MEDIUM,0.765,0.156321,,0
21,PAYMENT,1692.78,5796.03,4103.25,2605.09,4297.87,user-6328,merchant-693,0.25,False,False,True,False,False,0,0,5,28,False,0.0,0.0,1,background-stream,2026-03-30T04:38:24.797240,MEDIUM,0.7675,0.219464,,0
3,PAYMENT,3988.12,8440.4,4452.28,1825.54,5813.66,user-8544,merchant-555,0.25,False,False,True,False,False,0,0,7,36,False,0.0,0.0,1,background-stream,2026-03-30T04:38:27.189187,LOW,0.0675,0.267785,,0
16,TRANSFER,5872.11,11770.68,5898.57,12728.03,18600.14,user-4832,merchant-174,0.2,False,False,True,False,False,0,0,3,40,False,0.0,0.0,0,background-stream,2026-03-30T04:38:29.688946,MEDIUM,0.765,0.152352,,0
7,CASH_OUT,3236.16,11799.26,8563.1,14293.71,17529.87,user-5638,merchant-722,0.2,False,False,True,False,False,0,0,4,35,False,0.0,0.0,0,background-stream,2026-03-30T04:38:32.118356,LOW,0.065006,0.238005,,0
6,CASH_OUT,8761.33,12565.0,3803.67,12894.56,21655.89,user-7995,merchant-323,0.25,False,False,True,False,False,0,0,1,28,False,0.0,0.0,1,background-stream,2026-03-30T04:38:34.512745,LOW,0.067513,0.240298,,0
17,CASH_OUT,1559.79,9197.36,7637.57,4085.71,5645.5,user-4782,merchant-882,0.2,False,False,True,False,False,0,0,5,39,False,0.0,0.0,0,background-stream,2026-03-30T04:38:36.858683,MEDIUM,0.765,0.170011,,0
9,DEBIT,4707.0,23085.51,18378.51,7289.01,11996.01,user-7579,merchant-900,0.2,False,False,True,False,False,0,0,4,32,False,0.0,0.0,0,background-stream,2026-03-30T04:38:39.245085,MEDIUM,0.765,0.154421,,0
21,PAYMENT,3035.04,4193.12,1158.08,11215.64,14250.68,user-2299,merchant-709,0.2,False,False,True,False,False,0,0,2,29,False,0.0,0.0,0,background-stream,2026-03-30T04:38:41.648189,MEDIUM,0.765,0.219405,,0
24,CASH_IN,6519.5,21018.88,14499.38,2982.6,9502.1,user-5862,merchant-119,0.25,False,False,True,False,False,0,0,1,26,False,0.0,0.0,1,background-stream,2026-03-30T04:38:44.046809,MEDIUM,0.7675,0.184161,,0
19,PAYMENT,469.04,12169.08,11700.04,10935.33,11404.37,user-4321,merchant-349,0.2,False,False,True,False,False,0,0,3,34,False,0.0,0.0,0,background-stream,2026-03-30T04:38:46.517678,MEDIUM,0.765,0.213366,,0
8,CASH_IN,3326.53,21126.43,17799.9,3570.54,6897.07,user-4603,merchant-500,0.2,False,False,True,False,False,0,0,3,33,False,0.0,0.0,0,background-stream,2026-03-30T04:38:48.876586,MEDIUM,0.764999,0.198087,,0
21,CASH_IN,6593.15,20148.28,13555.13,2353.74,8946.89,user-4892,merchant-365,0.25,False,False,True,False,False,0,0,1,36,False,0.0,0.0,1,background-stream,2026-03-30T04:38:51.239393,MEDIUM,0.7675,0.161892,,0
18,CASH_IN,4846.63,6939.69,2093.06,5618.23,10464.86,user-2321,merchant-281,0.2,False,False,True,False,False,0,0,4,28,False,0.0,0.0,0,background-stream,2026-03-30T04:38:53.666746,MEDIUM,0.765,0.156567,,0
2,TRANSFER,2375.73,14105.89,11730.16,10503.33,12879.06,user-1725,merchant-127,0.2,False,False,True,False,False,0,0,1,39,False,0.0,0.0,0,background-stream,2026-03-30T04:38:56.092137,LOW,0.065,0.213452,,0
22,PAYMENT,1446.65,15246.07,13799.42,1713.78,3160.43,user-4728,merchant-686,0.2,False,False,True,False,False,0,0,3,30,False,0.0,0.0,0,background-stream,2026-03-30T04:38:58.488642,MEDIUM,0.765,0.221764,,0
20,CASH_OUT,3155.85,8191.55,5035.7,313.83,3469.68,user-6408,merchant-653,0.25,False,False,True,False,False,0,0,6,33,False,0.0,0.0,1,background-stream,2026-03-30T04:39:00.892498,MEDIUM,0.7675,0.171831,,0
23,TRANSFER,340.42,3817.79,3477.37,3165.67,3506.09,user-6226,merchant-795,0.25,False,False,True,False,False,0,0,2,40,False,0.0,0.0,1,background-stream,2026-03-30T04:39:03.284291,MEDIUM,0.7675,0.182966,,0
12,TRANSFER,2780.51,15839.42,13058.91,13227.71,16008.22,user-4251,merchant-153,0.2,False,False,True,False,False,0,0,3,34,False,0.0,0.0,0,background-stream,2026-03-30T04:39:05.709403,MEDIUM,0.765,0.15969,,0
19,DEBIT,8804.35,20366.22,11561.87,7518.03,16322.38,user-6438,merchant-492,0.25,False,False,True,False,False,0,0,3,43,False,0.0,0.0,1,background-stream,2026-03-30T04:39:08.149704,MEDIUM,0.779723,0.121479,,0
5,TRANSFER,396.32,12766.04,12369.72,17230.88,17627.2,user-4995,merchant-672,0.2,False,False,True,False,False,0,0,5,24,False,0.0,0.0,0,background-stream,2026-03-30T04:39:10.475979,LOW,0.065001,0.223967,,0
8,CASH_IN,9221.68,16593.82,7372.14,6983.07,16204.75,user-6730,merchant-312,0.25,False,False,True,False,False,0,0,4,28,False,0.0,0.0,1,background-stream,2026-03-30T04:39:12.807386,MEDIUM,0.7675,0.198254,,0
23,PAYMENT,4942.56,10921.04,5978.48,12195.87,17138.43,user-2753,merchant-511,0.25,False,False,True,False,False,0,0,4,29,False,0.0,0.0,1,background-stream,2026-03-30T04:39:15.172132,MEDIUM,0.7675,0.233642,,0
10,TRANSFER,6877.14,24521.27,17644.13,8112.84,14989.98,user-5534,merchant-504,0.25,False,False,True,False,False,0,0,5,29,False,0.0,0.0,1,background-stream,2026-03-30T04:39:17.628820,MEDIUM,0.767499,0.182754,,0
24,CASH_OUT,376.76,9593.35,9216.59,12564.97,12941.73,user-3450,merchant-680,0.25,False,False,True,False,False,0,0,4,36,False,0.0,0.0,1,background-stream,2026-03-30T04:39:19.949175,MEDIUM,0.7675,0.196543,,0
23,PAYMENT,8664.97,27999.73,19334.76,17316.33,25981.3,user-6225,merchant-449,0.25,False,False,True,False,False,0,0,2,29,False,0.0,0.0,1,background-stream,2026-03-30T04:39:22.304626,MEDIUM,0.7675,0.231103,,0
8,CASH_OUT,831.85,14417.91,13586.06,2114.18,2946.03,user-5570,merchant-163,0.2,False,False,True,False,False,0,0,6,35,False,0.0,0.0,0,background-stream,2026-03-30T04:39:24.737881,MEDIUM,0.765,0.215416,,0
17,TRANSFER,2374.63,21524.09,19149.46,6093.27,8467.9,user-6542,merchant-677,0.25,False,False,True,False,False,0,0,4,36,False,0.0,0.0,1,background-stream,2026-03-30T04:39:27.158598,MEDIUM,0.7675,0.159478,,0
11,TRANSFER,9201.22,23730.44,14529.22,9140.7,18341.92,user-2205,merchant-959,0.25,False,False,True,False,False,0,0,3,40,False,0.0,0.0,1,background-stream,2026-03-30T04:39:29.625812,MEDIUM,0.7675,0.170743,,0
8,TRANSFER,778.7,1145.7,367.0,13995.1,14773.8,user-7900,merchant-372,0.2,False,False,True,False,False,0,0,1,38,False,0.0,0.0,0,background-stream,2026-03-30T04:39:31.959167,MEDIUM,0.765,0.208416,,0
20,TRANSFER,4343.93,9002.65,4658.72,12077.02,16420.95,user-4591,merchant-631,0.2,False,False,True,False,False,0,0,0,28,False,0.0,0.0,0,background-stream,2026-03-30T04:39:34.320828,MEDIUM,0.765,0.166954,,0
7,DEBIT,4223.04,5747.91,1524.87,14200.93,18423.97,user-2935,merchant-958,0.2,False,False,True,False,False,0,0,1,34,False,0.0,0.0,0,background-stream,2026-03-30T04:39:36.716803,LOW,0.065,0.176979,,0
4,CASH_OUT,361.79,13977.6,13615.81,12629.9,12991.69,user-3095,merchant-786,0.2,False,False,True,False,False,0,0,6,41,False,0.0,0.0,0,background-stream,2026-03-30T04:39:39.097154,LOW,0.065019,0.230514,,0
3,DEBIT,546.96,9761.39,9214.43,3669.24,4216.2,user-4035,merchant-798,0.2,False,False,True,False,False,0,0,12,29,False,0.0,0.0,0,background-stream,2026-03-30T04:39:41.511017,LOW,0.065,0.183681,,0
16,CASH_OUT,7262.85,14355.31,7092.46,14415.07,21677.92,user-1198,merchant-834,0.2,False,False,True,False,False,0,0,2,31,False,0.0,0.0,0,background-stream,2026-03-30T04:39:43.879285,MEDIUM,0.765,0.157676,,0
14,CASH_IN,4887.11,24563.58,19676.47,9266.41,14153.52,user-8928,merchant-118,0.2,False,False,True,False,False,0,0,4,32,False,0.0,0.0,0,background-stream,2026-03-30T04:39:46.263682,MEDIUM,0.766908,0.145547,,0
1,TRANSFER,1486.59,12080.52,10593.93,7596.17,9082.76,user-1918,merchant-946,0.3,False,False,True,False,False,0,0,3,29,False,0.0,0.0,2,background-stream,2026-03-30T04:39:48.662510,LOW,0.070001,0.218762,,0
14,CASH_OUT,6745.03,14977.37,8232.34,12666.2,19411.23,user-3801,merchant-615,0.25,False,False,True,False,False,0,0,3,31,False,0.0,0.0,1,background-stream,2026-03-30T04:39:51.027510,MEDIUM,0.7675,0.157194,,0
5,CASH_IN,4665.36,13836.47,9171.11,5223.23,9888.59,user-2898,merchant-738,0.25,False,False,True,False,False,0,0,2,29,False,0.0,0.0,1,background-stream,2026-03-30T04:39:53.488867,LOW,0.0675,0.216275,,0
10,CASH_IN,1300.69,13236.74,11936.05,8478.63,9779.32,user-6251,merchant-511,0.25,False,False,True,False,False,0,0,4,30,False,0.0,0.0,1,background-stream,2026-03-30T04:39:55.864822,MEDIUM,0.7675,0.176612,,0
15,DEBIT,8313.8,15904.51,7590.71,16685.13,24998.93,user-1053,merchant-148,0.2,False,False,True,False,False,0,0,10,27,False,0.0,0.0,0,background-stream,2026-03-30T04:39:58.269247,MEDIUM,0.781856,0.110669,,0
16,PAYMENT,9925.33,16745.54,6820.21,4705.71,14631.04,user-4919,merchant-218,0.25,False,False,True,False,False,0,0,4,34,False,0.0,0.0,1,background-stream,2026-03-30T04:40:00.623510,MEDIUM,0.7675,0.204589,,0
15,TRANSFER,8426.65,9693.43,1266.78,16547.57,24974.22,user-4872,merchant-738,0.25,False,False,True,False,False,0,0,5,30,False,0.0,0.0,1,background-stream,2026-03-30T04:40:03.052699,MEDIUM,0.7675,0.154091,,0
21,DEBIT,7226.23,25641.55,18415.32,19618.04,26844.27,user-9323,merchant-601,0.2,False,False,True,False,False,0,0,6,27,False,0.0,0.0,0,background-stream,2026-03-30T04:40:05.437912,MEDIUM,0.774606,0.127584,,0
17,CASH_OUT,8602.28,13386.5,4784.22,1803.29,10405.57,user-3579,merchant-577,0.2,False,False,True,False,False,0,0,4,29,False,0.0,0.0,0,background-stream,2026-03-30T04:40:07.772605,MEDIUM,0.765,0.170828,,0
17,PAYMENT,951.52,7303.91,6352.39,7411.62,8363.14,user-4266,merchant-131,0.2,False,False,True,False,False,0,0,5,26,False,0.0,0.0,0,background-stream,2026-03-30T04:40:10.140211,MEDIUM,0.765,0.212687,,0
14,CASH_OUT,3280.56,19020.06,15739.5,9887.02,13167.58,user-3734,merchant-669,0.2,False,False,True,False,False,0,0,3,28,False,0.0,0.0,0,background-stream,2026-03-30T04:40:12.488809,MEDIUM,0.765,0.156259,,0
16,CASH_IN,7377.55,14125.42,6747.87,11435.93,18813.48,user-2913,merchant-624,0.2,False,False,True,False,False,0,0,2,31,False,0.0,0.0,0,background-stream,2026-03-30T04:40:14.930570,MEDIUM,0.767776,0.143522,,0
3,PAYMENT,6403.72,17844.23,11440.51,10744.53,17148.25,user-7625,merchant-689,0.25,False,False,True,False,False,0,0,0,32,False,0.0,0.0,1,background-stream,2026-03-30T04:40:17.363295,LOW,0.0675,0.265846,,0
2,PAYMENT,8006.94,14797.66,6790.72,6463.94,14470.88,user-4321,merchant-305,0.25,False,False,True,False,False,0,0,4,31,False,0.0,0.0,1,background-stream,2026-03-30T04:40:19.751182,LOW,0.0675,0.266345,,0
16,CASH_OUT,4716.58,23730.62,19014.04,14803.7,19520.28,user-9166,merchant-483,0.25,False,False,True,False,False,0,0,3,36,False,0.0,0.0,1,background-stream,2026-03-30T04:40:22.117325,MEDIUM,0.7675,0.155246,,0
